RowIndex,EncryptTimeTotal,AdditionTime,DecryptionTime,PlaintextSize,CiphertextSize,ExpansionRatio,InitialNoise,NoiseAfterAddition
240,1.430511474609375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,8.282343899999999,33.129375599999996
241,1.9073486328125e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,8.4261522,33.7046088
242,1.6689300537109375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,8.083244,32.332976
243,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.5921407,30.3685628
244,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.5963498,34.3853992
245,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.759322300000001,35.037289200000004
246,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.3313433,33.3253732
247,1.6689300537109375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,8.6435907,34.5743628
248,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.3214489,33.2857956
249,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.1692623,32.6770492
250,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.135950000000001,32.543800000000005
251,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,7.8799979,31.5199916
252,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.9675690999999995,31.870276399999998
253,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.1076564,32.4306256
254,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.6326849,34.5307396
255,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.5509378,34.2037512
256,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.9449948,31.7799792
257,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.9945354,31.9781416
258,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.0758811,32.3035244
259,1.9073486328125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.149563500000001,32.598254000000004
260,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.0066221,32.0264884
261,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.0184092,32.0736368
262,1.430511474609375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,8.0209364,32.0837456
263,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.1601806,32.6407224
264,1.9073486328125e-06,7.152557373046875e-07,1.430511474609375e-06,184,184,1.0,8.0389317,32.1557268
265,1.9073486328125e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,7.8057512,31.2230048
266,1.9073486328125e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,8.000096,32.000384
267,1.9073486328125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,7.7682194,31.0728776
268,1.430511474609375e-06,9.5367431640625e-07,1.6689300537109375e-06,184,184,1.0,7.634875000000001,30.539500000000004
269,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.4944215,29.977686
270,1.6689300537109375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,7.2635816,29.0543264
271,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.026451099999999,28.105804399999997
272,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.439841,29.759364
273,1.6689300537109375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,7.3445338,29.3781352
274,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.6767904,30.7071616
275,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.7635434,31.0541736
276,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.7991589,31.1966356
277,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.6041707,30.4166828
278,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.6934908,30.7739632
279,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.0474598,28.1898392
280,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.2779338,29.1117352
281,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.059426500000001,28.237706000000003
282,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.0337109,28.1348436
283,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.4251401,29.7005604
284,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,8.3244436,33.2977744
285,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.2256026,32.9024104
286,1.430511474609375e-06,7.152557373046875e-07,1.1920928955078125e-06,184,184,1.0,7.4371385,29.748554
287,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.2272991,32.9091964
288,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.376031,33.504124
289,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.9188017,31.6752068
290,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.9370372,31.7481488
291,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.940645600000001,31.762582400000003
292,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.9034385,31.613754
293,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.5894935,30.357974
294,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.8455069,31.3820276
295,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.7039472,30.8157888
296,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.871601200000001,31.486404800000003
297,4.0531158447265625e-06,1.430511474609375e-06,1.430511474609375e-06,184,184,1.0,8.0634803,32.2539212
298,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,8.5798746,34.3194984
299,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.5168441,34.0673764
300,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,9.0951297,36.3805188
301,1.9073486328125e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.5039007,34.0156028
302,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.1538236,32.6152944
303,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.181867,32.727468
304,1.9073486328125e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.3607515,29.443006
305,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.534827900000001,30.139311600000003
306,1.1920928955078125e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.6891623,30.7566492
307,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.678630200000001,30.714520800000003
308,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.3122948,33.2491792
309,1.430511474609375e-06,7.152557373046875e-07,1.1920928955078125e-06,184,184,1.0,8.291779,33.167116
310,1.9073486328125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,7.4786188,29.9144752
311,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.020767099999999,32.083068399999995
312,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.443826900000001,33.775307600000005
313,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.3073218,33.2292872
314,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.396525,33.5861
315,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.3236756,33.2947024
316,1.6689300537109375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,8.3930487,33.5721948
317,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.3144292,33.2577168
318,1.430511474609375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,8.1993052,32.7972208
319,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.1519437,32.6077748
320,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.870069999999999,31.480279999999997
321,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.8864099,31.5456396
322,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,7.8508624,31.4034496
323,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.0735602,32.2942408
324,1.6689300537109375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,7.7407019,30.9628076
325,2.6226043701171875e-06,1.6689300537109375e-06,2.1457672119140625e-06,184,184,1.0,7.4497176000000005,29.798870400000002
326,1.9073486328125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,7.634543699999999,30.538174799999997
327,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.8460293000000005,31.384117200000002
328,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,8.8395877,35.3583508
329,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.6596484,34.6385936
330,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.7652304,35.0609216
331,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.1064483,32.4257932
332,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.694842599999999,30.779370399999998
333,1.1920928955078125e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,7.0122023,28.0488092
334,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,7.0236078,28.0944312
335,1.6689300537109375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,7.0637691,28.2550764
336,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,7.1903936999999996,28.761574799999998
337,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.3141541,29.2566164
338,1.6689300537109375e-06,7.152557373046875e-07,1.430511474609375e-06,184,184,1.0,7.077592599999999,28.310370399999996
339,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,7.1779717,28.7118868
340,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,7.3043670999999994,29.217468399999998
341,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.0128391,32.0513564
342,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,9.1244988,36.4979952
343,1.1920928955078125e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,9.2479753,36.9919012
344,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.859138900000001,35.436555600000005
345,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.3736073,33.4944292
346,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.221852199999999,32.887408799999996
347,1.1920928955078125e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,9.04039,36.16156
348,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.2506901,33.0027604
349,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.4337909,33.7351636
350,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.6000321,34.4001284
351,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,9.249398,36.997592
352,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,9.3068774,37.2275096
353,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,7.4536159,29.8144636
354,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.713647100000001,34.854588400000004
355,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,8.6006129,34.4024516
356,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.4011716,49.6046864
357,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.384298999999999,49.537195999999994
358,1.9073486328125e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.3443147,49.3772588
359,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.2666241,49.0664964
360,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.1287812,48.5151248
361,1.430511474609375e-06,1.1920928955078125e-06,3.0994415283203125e-06,184,184,1.0,11.973933400000002,47.89573360000001
362,1.9073486328125e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.2739382,49.0957528
363,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.9868009,47.9472036
364,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.8691698,47.4766792
365,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.884680699999999,47.538722799999995
366,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,11.6086025,46.43441
367,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,9.925768,39.703072
368,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.1891172,48.7564688
369,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.1950068,48.7800272
370,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.3719816,49.4879264
371,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.212284,48.849136
372,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,11.9159985,47.663994
373,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.778262999999999,51.113051999999996
374,1.6689300537109375e-06,7.152557373046875e-07,1.430511474609375e-06,184,184,1.0,12.876112000000001,51.504448000000004
375,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.654494,50.617976
376,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,12.318128999999999,49.272515999999996
377,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.6388649,50.5554596
378,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.771752999999999,51.087011999999994
379,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.699667999999999,50.798671999999996
380,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,13.323417,53.293668
381,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.699895999999999,50.799583999999996
382,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.6580342,50.6321368
383,2.6226043701171875e-06,1.6689300537109375e-06,1.6689300537109375e-06,184,184,1.0,12.6550558,50.6202232
384,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,11.625524,46.502096
385,1.5735626220703125e-05,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,12.783249000000001,51.132996000000006
386,1.9073486328125e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,12.84693,51.38772
387,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.765055,51.06022
388,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.533432000000001,50.133728000000005
389,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.6091984,50.4367936
390,1.430511474609375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,12.5214165,50.085666
391,1.430511474609375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,12.2215185,48.886074
392,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,12.669639,50.678556
393,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.5029196,50.0116784
394,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,12.579719,50.318876
395,1.430511474609375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,12.5380645,50.152258
396,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.5521685,50.208674
397,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.5596542,50.2386168
398,1.6689300537109375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,13.017774,52.071096
399,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.921919500000001,47.687678000000005
400,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.852848999999999,51.411395999999996
401,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.683663,50.734652
402,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.4305171,49.7220684
403,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,12.735165,50.94066
404,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.199005999999999,48.796023999999996
405,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,13.119722,52.478888
406,1.1920928955078125e-06,3.0994415283203125e-06,1.430511474609375e-06,184,184,1.0,12.485513000000001,49.942052000000004
407,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.920233000000001,47.680932000000006
408,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.8231259,47.2925036
409,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,10.507928,42.031712
410,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.999127999999999,35.996511999999996
411,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,9.074022,36.296088
412,1.6689300537109375e-06,9.5367431640625e-07,1.6689300537109375e-06,184,184,1.0,9.170499,36.681996
413,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,10.953472,43.813888
414,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,10.061663,40.246652
415,1.6689300537109375e-06,1.1920928955078125e-06,3.5762786865234375e-06,184,184,1.0,9.116323,36.465292
416,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,8.865747,35.462988
417,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,10.049711,40.198844
418,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,9.473427000000001,37.893708000000004
419,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.971383,35.885532
420,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.821453,47.285812
421,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,11.749011900000001,46.996047600000004
422,1.6689300537109375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,11.418114000000001,45.672456000000004
423,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.5499922,34.1999688
424,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.3671462,33.4685848
425,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.801149,35.204596
426,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.490058000000001,33.960232000000005
427,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,8.867458000000001,35.469832000000004
428,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,9.4082471,37.6329884
429,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,9.270660900000001,37.082643600000004
430,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,9.3296683,37.3186732
431,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,9.431875,37.7275
432,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,9.2873345,37.149338
433,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,9.4765587,37.9062348
434,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,9.621566,38.486264
435,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,9.766741,39.066964
436,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.907644000000001,35.630576000000005
437,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.880534,35.522136
438,1.9073486328125e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,9.413437,37.653748
439,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.5955483,50.3821932
440,1.6689300537109375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,12.647353,50.589412
441,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.4991528,49.9966112
442,2.1457672119140625e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,12.552101700000001,50.208406800000006
443,1.430511474609375e-06,7.152557373046875e-07,1.1920928955078125e-06,184,184,1.0,12.530499400000002,50.12199760000001
444,1.9073486328125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,11.105019,44.420076
445,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,9.099987,36.399948
446,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,11.759410700000002,47.03764280000001
447,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.489738500000001,49.958954000000006
448,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.6051869,50.4207476
449,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,11.6696101,46.6784404
450,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.5516332,34.2065328
451,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.1468434,48.5873736
452,1.430511474609375e-06,7.152557373046875e-07,9.5367431640625e-07,184,184,1.0,12.369283699999999,49.477134799999995
453,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.3901679,49.5606716
454,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.6724073,34.6896292
455,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.9827617,35.9310468
456,1.9073486328125e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,8.5962843,34.3851372
457,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,8.466687799999999,33.866751199999996
458,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,11.1798933,44.7195732
459,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.4061267,49.6245068
460,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,11.047736299999999,44.190945199999994
461,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.3612921,49.4451684
462,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.386093200000001,49.544372800000005
463,1.6689300537109375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.3815875,49.52635
464,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.214867199999999,48.859468799999995
465,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.376740999999999,45.506963999999996
466,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,8.654134800000001,34.616539200000005
467,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,11.8895958,47.5583832
468,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.111601,48.446404
469,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,12.188518,48.754072
470,1.6689300537109375e-06,4.0531158447265625e-06,1.6689300537109375e-06,184,184,1.0,12.3961919,49.5847676
471,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.4109871,49.6439484
472,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.2451218,48.9804872
473,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,11.9701379,47.8805516
474,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.1091659,48.4366636
475,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,11.6790512,46.7162048
476,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.5106471,50.0425884
477,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.230321000000002,48.92128400000001
478,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,184,184,1.0,12.419324999999999,49.677299999999995
479,1.430511474609375e-06,1.1920928955078125e-06,4.76837158203125e-06,184,184,1.0,12.358579,49.434316
480,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,12.1666221,48.6664884
481,2.6226043701171875e-06,1.430511474609375e-06,1.6689300537109375e-06,184,184,1.0,12.2033188,48.8132752
482,1.9073486328125e-06,1.430511474609375e-06,1.9073486328125e-06,184,184,1.0,12.2432476,48.9729904
483,2.1457672119140625e-06,1.9073486328125e-06,1.6689300537109375e-06,184,184,1.0,11.8515068,47.4060272
